frame,timestamp_sec,track_id,vehicle_class,speed_kmh,overspeed_flag
108,3.604,1,Car,0.0,0
109,3.637,1,Car,0.0,0
110,3.67,1,Car,0.0,0
111,3.704,1,Car,0.0,0
112,3.737,1,Car,0.0,0
113,3.77,1,Car,0.0,0
114,3.804,1,Car,0.0,0
115,3.837,1,Car,0.0,0
116,3.871,1,Car,0.0,0
117,3.904,1,Car,0.0,0
118,3.937,1,Car,0.0,0
119,3.971,1,Car,0.0,0
120,4.004,1,Car,0.0,0
121,4.037,1,Car,0.0,0
122,4.071,1,Car,93.5,1
123,4.104,1,Car,94.4,1
124,4.137,1,Car,95.2,1
125,4.171,1,Car,95.9,1
126,4.204,1,Car,96.5,1
127,4.238,1,Car,91.7,1
128,4.271,1,Car,92.5,1
129,4.304,1,Car,93.2,1
130,4.338,1,Car,93.8,1
131,4.371,1,Car,98.9,1
132,4.404,1,Car,99.3,1
133,4.438,1,Car,99.6,1
134,4.471,1,Car,99.9,1
135,4.505,1,Car,96.3,1
136,4.538,1,Car,104.2,1
137,4.571,1,Car,111.6,1
138,4.605,1,Car,107.9,1
139,4.638,1,Car,107.9,1
140,4.671,1,Car,107.9,1
141,4.705,1,Car,111.6,1
142,4.738,1,Car,107.9,1
143,4.771,1,Car,96.7,1
144,4.805,1,Car,107.9,1
145,4.838,1,Car,111.6,1
146,4.872,1,Car,104.2,1
147,4.905,1,Car,96.7,1
148,4.938,1,Car,100.5,1
149,4.972,1,Car,96.7,1
150,5.005,1,Car,100.5,1
151,5.038,1,Car,96.7,1
152,5.072,1,Car,96.7,1
153,5.105,1,Car,100.5,1
154,5.138,1,Car,100.5,1
155,5.172,1,Car,104.2,1
156,5.205,1,Car,100.5,1
157,5.239,1,Car,100.5,1
158,5.272,1,Car,96.7,1
159,5.305,1,Car,96.7,1
160,5.339,1,Car,96.7,1
161,5.372,1,Car,96.7,1
162,5.405,1,Car,96.7,1
163,5.439,1,Car,100.5,1
164,5.472,1,Car,89.3,1
165,5.506,1,Car,93.0,1
166,5.539,1,Car,89.3,1
167,5.572,1,Car,96.7,1
168,5.606,1,Car,96.7,1
169,5.639,1,Car,89.3,1
170,5.672,1,Car,93.0,1
171,5.706,1,Car,96.7,1
172,5.739,1,Car,96.7,1
173,5.772,1,Car,93.0,1
174,5.806,1,Car,96.7,1
175,5.839,1,Car,100.5,1
176,5.873,1,Car,96.7,1
177,5.906,1,Car,104.2,1
178,5.939,1,Car,100.5,1
179,5.973,1,Car,100.5,1
180,6.006,1,Car,104.2,1
181,6.039,1,Car,96.7,1
182,6.073,1,Car,96.7,1
183,6.106,1,Car,100.5,1
184,6.139,1,Car,104.2,1
185,6.173,1,Car,104.2,1
186,6.206,1,Car,107.9,1
187,6.24,1,Car,104.2,1
188,6.273,1,Car,104.2,1
189,6.306,1,Car,100.5,1
190,6.34,1,Car,100.5,1
191,6.373,1,Car,100.5,1
192,6.406,1,Car,104.2,1
193,6.44,1,Car,100.5,1
194,6.473,1,Car,104.2,1
195,6.506,1,Car,100.5,1
196,6.54,1,Car,100.5,1
197,6.573,1,Car,104.2,1
198,6.607,1,Car,104.2,1
199,6.64,1,Car,104.2,1
200,6.673,1,Car,100.5,1
201,6.707,1,Car,100.5,1
202,6.74,1,Car,100.5,1
203,6.773,1,Car,100.5,1
204,6.807,1,Car,104.2,1
205,6.84,1,Car,100.5,1
206,6.874,1,Car,100.5,1
207,6.907,1,Car,104.2,1
208,6.94,1,Car,100.5,1
209,6.974,1,Car,104.2,1
210,7.007,1,Car,100.5,1
211,7.04,1,Car,96.7,1
212,7.074,1,Car,96.7,1
213,7.107,1,Car,96.7,1
214,7.14,1,Car,96.7,1
215,7.174,1,Car,96.7,1
216,7.207,1,Car,96.7,1
217,7.241,1,Car,100.5,1
218,7.274,1,Car,100.5,1
219,7.307,1,Car,100.5,1
220,7.341,1,Car,100.5,1
221,7.374,1,Car,100.5,1
222,7.407,1,Car,100.5,1
