frame,timestamp_sec,track_id,vehicle_class,speed_kmh,overspeed_flag
99,3.303,1,Car,0.0,0
100,3.337,1,Car,0.0,0
101,3.37,1,Car,0.0,0
102,3.403,1,Car,0.0,0
103,3.437,1,Car,0.0,0
104,3.47,1,Car,0.0,0
105,3.504,1,Car,0.0,0
106,3.537,1,Car,0.0,0
107,3.57,1,Car,0.0,0
108,3.604,1,Car,0.0,0
109,3.637,1,Car,0.0,0
110,3.67,1,Car,0.0,0
111,3.704,1,Car,0.0,0
112,3.737,1,Car,0.0,0
113,3.77,1,Car,86.3,1
114,3.804,1,Car,87.7,1
115,3.837,1,Car,88.9,1
116,3.871,1,Car,95.9,1
117,3.904,1,Car,90.9,1
118,3.937,1,Car,80.9,1
119,3.971,1,Car,82.2,1
120,4.004,1,Car,88.3,1
121,4.037,1,Car,79.7,1
122,4.071,1,Car,80.9,1
123,4.104,1,Car,82.0,1
124,4.137,1,Car,87.1,1
125,4.171,1,Car,87.9,1
126,4.204,1,Car,88.6,1
127,4.238,1,Car,89.3,1
128,4.271,1,Car,85.6,1
129,4.304,1,Car,93.0,1
130,4.338,1,Car,100.5,1
131,4.371,1,Car,96.7,1
132,4.404,1,Car,96.7,1
133,4.438,1,Car,96.7,1
134,4.471,1,Car,100.5,1
135,4.505,1,Car,100.5,1
136,4.538,1,Car,93.0,1
137,4.571,1,Car,96.7,1
138,4.605,1,Car,96.7,1
139,4.638,1,Car,96.7,1
140,4.671,1,Car,93.0,1
141,4.705,1,Car,93.0,1
142,4.738,1,Car,93.0,1
143,4.771,1,Car,89.3,1
144,4.805,1,Car,85.6,1
145,4.838,1,Car,85.6,1
146,4.872,1,Car,93.0,1
147,4.905,1,Car,93.0,1
148,4.938,1,Car,89.3,1
149,4.972,1,Car,93.0,1
150,5.005,1,Car,93.0,1
151,5.038,1,Car,93.0,1
152,5.072,1,Car,89.3,1
153,5.105,1,Car,89.3,1
154,5.138,1,Car,89.3,1
155,5.172,1,Car,89.3,1
156,5.205,1,Car,89.3,1
157,5.239,1,Car,85.6,1
158,5.272,1,Car,81.8,1
159,5.305,1,Car,89.3,1
160,5.339,1,Car,85.6,1
161,5.372,1,Car,81.8,1
162,5.405,1,Car,81.8,1
163,5.439,1,Car,81.8,1
164,5.472,1,Car,85.6,1
165,5.506,1,Car,85.6,1
166,5.539,1,Car,85.6,1
167,5.572,1,Car,85.6,1
168,5.606,1,Car,85.6,1
169,5.639,1,Car,85.6,1
170,5.672,1,Car,85.6,1
171,5.706,1,Car,89.3,1
172,5.739,1,Car,89.3,1
173,5.772,1,Car,93.0,1
174,5.806,1,Car,93.0,1
175,5.839,1,Car,93.0,1
176,5.873,1,Car,89.3,1
177,5.906,1,Car,93.0,1
178,5.939,1,Car,93.0,1
179,5.973,1,Car,93.0,1
180,6.006,1,Car,93.0,1
181,6.039,1,Car,93.0,1
182,6.073,1,Car,93.0,1
183,6.106,1,Car,93.0,1
184,6.139,1,Car,96.7,1
185,6.173,1,Car,96.7,1
186,6.206,1,Car,93.0,1
187,6.24,1,Car,93.0,1
188,6.273,1,Car,93.0,1
189,6.306,1,Car,93.0,1
190,6.34,1,Car,93.0,1
191,6.373,1,Car,93.0,1
192,6.406,1,Car,93.0,1
193,6.44,1,Car,93.0,1
194,6.473,1,Car,93.0,1
195,6.506,1,Car,93.0,1
196,6.54,1,Car,93.0,1
197,6.573,1,Car,93.0,1
198,6.607,1,Car,93.0,1
199,6.64,1,Car,93.0,1
200,6.673,1,Car,93.0,1
201,6.707,1,Car,93.0,1
202,6.74,1,Car,93.0,1
203,6.773,1,Car,89.3,1
204,6.807,1,Car,93.0,1
205,6.84,1,Car,93.0,1
206,6.874,1,Car,93.0,1
207,6.907,1,Car,93.0,1
208,6.94,1,Car,89.3,1
209,6.974,1,Car,89.3,1
210,7.007,1,Car,89.3,1
211,7.04,1,Car,89.3,1
212,7.074,1,Car,89.3,1
213,7.107,1,Car,89.3,1
214,7.14,1,Car,89.3,1
215,7.174,1,Car,85.6,1
216,7.207,1,Car,89.3,1
217,7.241,1,Car,89.3,1
218,7.274,1,Car,89.3,1
219,7.307,1,Car,93.0,1
220,7.341,1,Car,93.0,1
221,7.374,1,Car,93.0,1
222,7.407,1,Car,93.0,1
223,7.441,1,Car,93.0,1
224,7.474,1,Car,89.3,1
225,7.508,1,Car,89.3,1
