frame,timestamp_sec,track_id,vehicle_class,speed_kmh,overspeed_flag
35,1.168,1,Car,0.0,0
36,1.201,1,Car,0.0,0
37,1.235,1,Car,0.0,0
38,1.268,1,Car,0.0,0
39,1.301,1,Car,0.0,0
40,1.335,1,Car,0.0,0
41,1.368,1,Car,0.0,0
42,1.401,1,Car,0.0,0
43,1.435,1,Car,0.0,0
44,1.468,1,Car,0.0,0
45,1.502,1,Car,0.0,0
46,1.535,1,Car,0.0,0
47,1.568,1,Car,0.0,0
48,1.602,1,Car,0.0,0
49,1.635,1,Car,93.5,1
50,1.668,1,Car,94.4,1
51,1.702,1,Car,88.9,1
52,1.735,1,Car,89.9,1
53,1.768,1,Car,85.2,1
54,1.802,1,Car,86.3,1
55,1.835,1,Car,82.2,1
56,1.869,1,Car,88.3,1
57,1.902,1,Car,84.4,1
58,1.935,1,Car,85.4,1
59,1.969,1,Car,77.7,1
60,2.002,1,Car,91.3,1
61,2.035,1,Car,87.9,1
62,2.069,1,Car,92.5,1
63,2.102,1,Car,89.3,1
64,2.135,1,Car,93.0,1
65,2.169,1,Car,93.0,1
66,2.202,1,Car,100.5,1
67,2.236,1,Car,93.0,1
68,2.269,1,Car,96.7,1
69,2.302,1,Car,93.0,1
70,2.336,1,Car,89.3,1
71,2.369,1,Car,85.6,1
72,2.402,1,Car,89.3,1
73,2.436,1,Car,93.0,1
74,2.469,1,Car,78.1,1
75,2.502,1,Car,85.6,1
76,2.536,1,Car,81.8,1
77,2.569,1,Car,89.3,1
78,2.603,1,Car,85.6,1
79,2.636,1,Car,89.3,1
80,2.669,1,Car,85.6,1
81,2.703,1,Car,89.3,1
82,2.736,1,Car,85.6,1
83,2.769,1,Car,85.6,1
84,2.803,1,Car,81.8,1
85,2.836,1,Car,89.3,1
86,2.87,1,Car,89.3,1
87,2.903,1,Car,93.0,1
88,2.936,1,Car,81.8,1
89,2.97,1,Car,85.6,1
90,3.003,1,Car,81.8,1
91,3.036,1,Car,85.6,1
92,3.07,1,Car,81.8,1
93,3.103,1,Car,81.8,1
94,3.136,1,Car,74.4,1
95,3.17,1,Car,78.1,1
96,3.203,1,Car,78.1,1
97,3.237,1,Car,85.6,1
98,3.27,1,Car,81.8,1
99,3.303,1,Car,85.6,1
100,3.337,1,Car,81.8,1
101,3.37,1,Car,78.1,1
102,3.403,1,Car,81.8,1
103,3.437,1,Car,81.8,1
104,3.47,1,Car,81.8,1
105,3.504,1,Car,78.1,1
106,3.537,1,Car,81.8,1
107,3.57,1,Car,81.8,1
108,3.604,1,Car,85.6,1
109,3.637,1,Car,85.6,1
110,3.67,1,Car,89.3,1
111,3.704,1,Car,89.3,1
112,3.737,1,Car,89.3,1
113,3.77,1,Car,85.6,1
114,3.804,1,Car,85.6,1
115,3.837,1,Car,89.3,1
116,3.871,1,Car,85.6,1
117,3.904,1,Car,85.6,1
118,3.937,1,Car,85.6,1
119,3.971,1,Car,85.6,1
120,4.004,1,Car,85.6,1
121,4.037,1,Car,89.3,1
122,4.071,1,Car,93.0,1
123,4.104,1,Car,93.0,1
124,4.137,1,Car,89.3,1
125,4.171,1,Car,89.3,1
126,4.204,1,Car,89.3,1
127,4.238,1,Car,89.3,1
128,4.271,1,Car,89.3,1
129,4.304,1,Car,89.3,1
130,4.338,1,Car,89.3,1
131,4.371,1,Car,89.3,1
132,4.404,1,Car,89.3,1
133,4.438,1,Car,89.3,1
134,4.471,1,Car,89.3,1
135,4.505,1,Car,89.3,1
136,4.538,1,Car,85.6,1
137,4.571,1,Car,85.6,1
138,4.605,1,Car,85.6,1
139,4.638,1,Car,89.3,1
140,4.671,1,Car,89.3,1
141,4.705,1,Car,89.3,1
142,4.738,1,Car,89.3,1
143,4.771,1,Car,85.6,1
144,4.805,1,Car,89.3,1
145,4.838,1,Car,89.3,1
146,4.872,1,Car,89.3,1
147,4.905,1,Car,89.3,1
148,4.938,1,Car,85.6,1
149,4.972,1,Car,85.6,1
150,5.005,1,Car,85.6,1
151,5.038,1,Car,85.6,1
152,5.072,1,Car,81.8,1
153,5.105,1,Car,81.8,1
154,5.138,1,Car,85.6,1
155,5.172,1,Car,85.6,1
156,5.205,1,Car,81.8,1
157,5.239,1,Car,85.6,1
158,5.272,1,Car,85.6,1
159,5.305,1,Car,85.6,1
160,5.339,1,Car,85.6,1
161,5.372,1,Car,85.6,1
162,5.405,1,Car,85.6,1
163,5.439,1,Car,81.8,1
164,5.472,1,Car,85.6,1
165,5.506,1,Car,85.6,1
166,5.539,1,Car,85.6,1
