frame,timestamp_sec,track_id,vehicle_class,speed_kmh,overspeed_flag
1,0.033,1,Car,0.0,0
2,0.067,1,Car,0.0,0
3,0.1,1,Car,0.0,0
4,0.133,1,Car,0.0,0
5,0.167,1,Car,0.0,0
6,0.2,1,Car,0.0,0
7,0.234,1,Car,0.0,0
8,0.267,1,Car,0.0,0
9,0.3,1,Car,0.0,0
10,0.334,1,Car,0.0,0
11,0.367,1,Car,0.0,0
12,0.4,1,Car,0.0,0
13,0.434,1,Car,0.0,0
14,0.467,1,Car,0.0,0
15,0.501,1,Car,50.3,0
16,0.534,1,Car,47.2,0
17,0.567,1,Car,50.8,0
18,0.601,1,Car,48.0,0
19,0.634,1,Car,45.4,0
20,0.667,1,Car,43.2,0
21,0.701,1,Car,46.2,0
22,0.734,1,Car,44.1,0
23,0.767,1,Car,46.9,0
24,0.801,1,Car,40.5,0
25,0.834,1,Car,43.2,0
26,0.868,1,Car,41.5,0
27,0.901,1,Car,44.0,0
28,0.934,1,Car,46.2,0
29,0.968,1,Car,44.6,0
30,1.001,1,Car,40.9,0
31,1.034,1,Car,40.9,0
32,1.068,1,Car,44.6,0
33,1.101,1,Car,44.6,0
34,1.134,1,Car,44.6,0
35,1.168,1,Car,48.4,0
36,1.201,1,Car,44.6,0
37,1.235,1,Car,48.4,0
38,1.268,1,Car,48.4,0
39,1.301,1,Car,44.6,0
40,1.335,1,Car,44.6,0
41,1.368,1,Car,44.6,0
42,1.401,1,Car,44.6,0
43,1.435,1,Car,44.6,0
44,1.468,1,Car,44.6,0
45,1.502,1,Car,44.6,0
46,1.535,1,Car,48.4,0
47,1.568,1,Car,48.4,0
48,1.602,1,Car,52.1,0
49,1.635,1,Car,48.4,0
50,1.668,1,Car,48.4,0
51,1.702,1,Car,48.4,0
52,1.735,1,Car,55.8,0
53,1.768,1,Car,52.1,0
54,1.802,1,Car,52.1,0
55,1.835,1,Car,48.4,0
56,1.869,1,Car,48.4,0
57,1.902,1,Car,52.1,0
58,1.935,1,Car,52.1,0
59,1.969,1,Car,52.1,0
60,2.002,1,Car,44.6,0
61,2.035,1,Car,44.6,0
62,2.069,1,Car,48.4,0
63,2.102,1,Car,44.6,0
64,2.135,1,Car,44.6,0
65,2.169,1,Car,44.6,0
66,2.202,1,Car,44.6,0
67,2.236,1,Car,44.6,0
68,2.269,1,Car,44.6,0
69,2.302,1,Truck,44.6,0
70,2.336,1,Car,40.9,0
71,2.369,1,Car,44.6,0
72,2.402,1,Car,48.4,0
73,2.436,1,Car,44.6,0
74,2.469,1,Car,40.9,0
75,2.502,1,Car,44.6,0
76,2.536,1,Car,44.6,0
77,2.569,1,Car,44.6,0
78,2.603,1,Car,48.4,0
79,2.636,1,Truck,44.6,0
80,2.669,1,Car,44.6,0
81,2.703,1,Car,44.6,0
82,2.736,1,Car,44.6,0
83,2.769,1,Car,48.4,0
84,2.803,1,Car,44.6,0
85,2.836,1,Car,44.6,0
86,2.87,1,Truck,44.6,0
87,2.903,1,Car,44.6,0
88,2.936,1,Car,48.4,0
